Employee_ID,Name,Age,Department,Salary,Joining_Date,Experience_Years,Performance_Rating,Location
E1715,Jennifer Andrews,30,Sales,31764,07/09/2024,7,Average,New York
E1716,Rebecca Burgess,49,Marketing,91340,13/05/2017,13,Good,Los Angeles
E1717,Jeffery Andrews,57,Sales,42436,19/10/2024,34,Poor,Chicago
E1718,Lisa Brock,42,Marketing,99144,22/06/2019,13,Excellent,Chicago
E1719,Christina Delgado,57,Finance,45838,04/09/2020,16,Poor,New York
E1720,Gabriel Conway,24,Sales,68681,01/04/2024,16,Average,Houston
E1721,Mr. Douglas Anderson,52,Finance,102136,20/01/2025,23,Good,San Francisco
E1722,Cynthia Torres,33,Marketing,104850,07/07/2023,27,Good,Los Angeles
E1723,Erica Fields,51,HR,61143,01/03/2016,4,Poor,Los Angeles
E1724,Edwin Perez,59,Operations,68038,23/09/2015,11,Excellent,Chicago
E1725,Tommy Myers,34,HR,119236,18/08/2024,38,Average,San Francisco
E1726,Tonya Jones,59,Finance,32525,01/07/2019,19,Good,Chicago
E1727,Christine Harris,40,Operations,77625,30/07/2024,36,Poor,Chicago
E1728,Jack George,40,Sales,89216,20/09/2015,25,Good,New York
E1729,Mr. Andrew Chavez,42,Sales,118469,04/10/2017,1,Average,San Francisco
E1730,Lori Cole,53,Operations,44776,02/04/2022,36,Poor,Chicago
E1731,Jessica Bowman,29,IT,96714,24/02/2022,27,Poor,Chicago
E1732,Norma Steele,37,IT,34978,26/12/2024,38,Excellent,Chicago
E1733,Sara Jimenez,23,HR,103164,18/12/2017,17,Average,San Francisco
E1734,Megan Bradford,23,HR,34465,21/01/2016,25,Poor,San Francisco
E1735,Richard Harris,28,IT,77328,29/10/2017,33,Poor,Los Angeles
E1736,Mr. Timothy Kline,25,Marketing,81543,18/01/2022,32,Excellent,Los Angeles
E1737,Brandon Deleon,40,Sales,58113,13/03/2024,33,Excellent,Houston
E1738,James Ferguson,40,Sales,33272,02/03/2022,25,Poor,San Francisco
E1739,Lisa Brandt,37,Marketing,116277,23/03/2017,10,Good,Los Angeles
E1740,Dawn Fitzgerald,60,Sales,68343,25/12/2022,23,Average,San Francisco
E1741,Philip Johnson,45,IT,106214,05/04/2021,31,Excellent,San Francisco
E1742,Sarah Kim,28,Operations,87423,25/03/2025,2,Good,Chicago
E1743,Elizabeth Smith,31,Sales,33539,16/04/2023,5,Good,Los Angeles
E1744,Jessica Howard,38,IT,88012,05/03/2018,35,Average,New York
E1745,Melissa Dorsey,56,Operations,60531,11/04/2017,22,Excellent,New York
E1746,Austin Mcdonald,59,Operations,61420,29/11/2017,11,Poor,Houston
E1747,Andrew Erickson,33,HR,50508,10/12/2015,11,Excellent,Chicago
E1748,Donald Hammond,60,HR,76316,02/10/2016,16,Good,Los Angeles
E1749,Paul Barker,52,Finance,39796,27/10/2021,32,Good,Los Angeles
E1750,Nicholas Clark,39,Finance,78580,02/02/2020,15,Good,Houston
E1751,Kayla Kennedy,41,IT,113956,15/08/2022,35,Average,Los Angeles
E1752,David Clark,58,Sales,60962,19/06/2015,26,Poor,Los Angeles
E1753,Olivia Burns,50,HR,50370,13/01/2017,25,Good,Houston
E1754,Danielle Hill,42,Marketing,98245,25/07/2016,21,Average,Chicago
E1755,Chad Young,33,IT,109085,09/08/2015,23,Good,Chicago
E1756,Sara Butler,41,HR,76280,16/09/2023,9,Excellent,Houston
E1757,Meagan Wilcox,32,IT,66850,07/11/2023,16,Excellent,Chicago
E1758,Lawrence Franklin,41,Finance,106159,30/07/2017,19,Good,New York
E1759,Vincent Buchanan,36,IT,37776,04/04/2016,7,Average,Houston
E1760,Bobby Johnson,27,HR,52395,07/08/2024,20,Good,Chicago
E1761,Jennifer Rodriguez,43,Operations,57810,09/06/2024,2,Average,San Francisco
E1762,Mark Fuentes,43,Marketing,72088,04/05/2023,35,Average,Houston
E1763,Jonathan Hartman,34,IT,91477,18/03/2023,34,Good,San Francisco
E1764,Cody King,44,Finance,102534,19/08/2021,11,Average,Houston
E1765,Stephanie Ritter,48,Finance,115432,23/03/2024,18,Average,Chicago
E1766,Kelly Wright,25,HR,60531,07/10/2024,34,Excellent,New York
E1767,Sheri Carroll,43,Finance,106914,22/04/2020,2,Average,Los Angeles
E1768,Mr. Kenneth Leach,58,Finance,119387,11/01/2016,8,Excellent,San Francisco
E1769,Krista Stewart MD,55,Operations,43611,22/06/2017,27,Good,San Francisco
E1770,Zachary Morris,28,Marketing,45486,10/02/2024,27,Good,New York
E1771,Brittany Brown,41,Operations,46123,27/10/2021,1,Excellent,Los Angeles
E1772,Tracy Montgomery,25,Finance,111877,31/01/2017,4,Average,New York
E1773,Richard Maddox,43,HR,60798,19/07/2017,20,Average,New York
E1774,Zachary Morrison,23,Marketing,60253,15/02/2024,7,Average,San Francisco
E1775,Christopher Sullivan,40,HR,66134,09/08/2022,40,Average,San Francisco
E1776,Terry Edwards,50,IT,109489,27/12/2022,22,Poor,New York
E1777,Christina Allen,51,Operations,67590,05/06/2022,9,Poor,Los Angeles
E1778,Charles Gomez,36,IT,73079,13/05/2021,35,Poor,Los Angeles
E1779,Sean Mcmahon DVM,38,Finance,104624,26/07/2018,38,Average,Los Angeles
E1780,Charlene Evans,39,Finance,61451,02/02/2025,2,Average,New York
E1781,Robert Snyder,31,Sales,67782,02/05/2024,19,Good,Houston
E1782,Alexandra Thomas,43,Marketing,69022,19/12/2021,20,Average,New York
E1783,Zachary Valencia,22,HR,118690,27/04/2015,39,Good,New York
E1784,Arthur Washington,27,IT,56370,11/06/2018,21,Average,Los Angeles
E1785,Jonathan Williams,39,Operations,75499,27/04/2017,10,Good,New York
E1786,Craig Hebert,43,Finance,69806,03/01/2024,6,Good,Chicago
E1787,Todd Wolf,59,Sales,115945,05/03/2022,6,Excellent,New York
E1788,Raymond Welch,53,Operations,30101,02/11/2016,18,Good,New York
E1789,Thomas Frey,38,Marketing,95083,02/05/2023,15,Excellent,New York
E1790,Javier Robertson,51,IT,76109,22/06/2018,35,Poor,Chicago
E1791,Michael Grimes,31,HR,94591,18/01/2021,35,Average,New York
E1792,Hannah Young,22,IT,68045,02/06/2018,8,Average,Los Angeles
E1793,Cynthia Mccoy,28,IT,73838,18/10/2017,9,Good,Chicago
E1794,Lori Flowers,50,Operations,62952,10/04/2015,33,Good,Houston
E1795,Willie Parker,56,IT,70033,22/03/2021,37,Good,New York
E1796,Cynthia Williams,49,Marketing,109486,27/09/2018,2,Poor,Los Angeles
E1797,Arthur Newman,35,IT,81388,02/03/2018,40,Poor,Chicago
E1798,Stacy Ramirez,39,IT,73940,16/12/2022,35,Good,New York
E1799,Scott Lindsey,42,Marketing,54861,15/11/2018,1,Average,Los Angeles
E1800,Paula Cooley,27,HR,40095,25/10/2022,33,Good,Houston
E1801,Christian Stafford,53,Finance,74248,26/03/2020,16,Good,Chicago
E1802,David Arias,25,HR,63400,13/05/2021,6,Excellent,Chicago
E1803,Jesse Shah,42,Sales,46194,06/10/2020,10,Good,New York
E1804,Michael Ball,48,Sales,47975,16/02/2023,34,Poor,New York
E1805,Kelsey Edwards,41,IT,109929,20/04/2022,10,Average,New York
E1806,Megan Hughes,29,Marketing,55317,25/10/2016,24,Excellent,Houston
E1807,Kaitlyn Wilson,27,HR,65523,30/06/2024,9,Excellent,Los Angeles
E1808,Daniel Hoffman,30,Finance,36240,23/10/2020,7,Good,Chicago
E1809,Taylor Krueger,26,HR,86536,18/08/2019,33,Poor,Chicago
E1810,Vanessa Thomas,41,HR,51496,23/12/2022,36,Poor,New York
E1811,Brendan Brown DVM,34,Finance,43273,13/09/2017,6,Poor,San Francisco
E1812,Mandy Bennett,36,IT,55139,07/03/2018,23,Excellent,New York
E1813,Brent Flowers,45,HR,104143,12/12/2016,37,Good,Los Angeles
E1814,Mr. Brad Barton,59,Finance,93124,13/05/2015,20,Good,Los Angeles
E1815,Jesse Johnson,54,Sales,110924,04/01/2024,3,Average,Los Angeles
E1816,Craig Nguyen,23,Operations,88806,26/01/2021,24,Average,Los Angeles
E1817,Erik Green MD,27,Operations,63686,28/07/2018,29,Good,Houston
E1818,Jessica Cook,44,Operations,80479,12/04/2023,4,Excellent,San Francisco
E1819,Sherry Arellano,51,Sales,64809,25/11/2015,4,Excellent,Los Angeles
E1820,Laura Ellis,23,Sales,38013,18/06/2021,11,Good,San Francisco
E1821,Mary Owen,56,Finance,49473,07/10/2024,23,Good,Chicago
E1822,Paula Brown,31,Marketing,41361,10/10/2018,2,Good,San Francisco
E1823,Sherry Kerr,48,Marketing,116799,20/07/2017,30,Average,Los Angeles
E1824,Mark Lee,51,Operations,56807,20/05/2022,3,Poor,Los Angeles
E1825,Lauren Baker,51,Sales,49543,22/09/2019,22,Poor,New York
E1826,Brian Harris,43,Finance,106413,15/03/2016,15,Poor,Houston
E1827,Michael Hernandez,22,IT,85983,20/03/2019,36,Poor,Chicago
E1828,William Boone,41,Sales,30883,11/02/2021,13,Poor,San Francisco
E1829,Lisa Oconnor,44,HR,90109,28/02/2023,9,Good,Houston
E1830,Sarah Keith,48,HR,57016,25/06/2023,22,Poor,Houston
E1831,Jennifer Williams,47,Marketing,72789,14/08/2015,6,Poor,Chicago
E1832,Michael Church,46,Sales,40474,24/06/2021,31,Poor,Chicago
E1833,Joseph Dawson,50,Finance,111061,03/12/2017,21,Poor,New York
E1834,Adrian Gilbert,58,IT,76540,28/02/2019,18,Average,Los Angeles
E1835,Cameron Torres,24,HR,98409,29/03/2023,36,Good,Houston
E1836,Elizabeth Miller,34,Sales,105236,10/08/2024,35,Poor,Houston
E1837,Rebecca Rodriguez,29,Finance,48558,01/02/2024,23,Excellent,San Francisco
E1838,Stacy Moss,51,IT,85425,30/05/2023,26,Good,Houston
E1839,Anne Turner,51,Finance,100978,20/04/2017,28,Poor,Chicago
E1840,Heather Barajas,33,Operations,45131,10/03/2021,8,Good,Los Angeles
E1841,Tiffany Avila,46,HR,62432,03/10/2018,21,Average,San Francisco
E1842,Matthew Mendoza,45,IT,76446,10/01/2020,24,Excellent,Houston
E1843,Angela Christian,39,Marketing,112348,06/12/2022,18,Good,New York
E1844,Sandra Swanson,42,IT,102589,18/06/2015,31,Excellent,Chicago
E1845,James Rivas,56,Finance,48689,03/10/2017,36,Average,Houston
E1846,Robert Kelly,47,Operations,49555,17/11/2018,8,Average,San Francisco
E1847,Amber Thompson,43,Finance,104796,06/06/2016,27,Poor,New York
E1848,Roy Sellers,31,Operations,74822,12/07/2021,4,Excellent,San Francisco
E1849,Tara Schultz,44,HR,102768,01/12/2015,33,Excellent,Houston
E1850,Holly Cross,59,Operations,56228,01/10/2021,31,Average,Chicago
E1851,Natalie Rice,42,Sales,110018,14/04/2024,19,Excellent,Los Angeles
E1852,Eric Schmitt,32,HR,54164,21/05/2021,12,Average,Houston
E1853,Allison Brooks,57,Operations,69651,16/04/2022,31,Average,Houston
E1854,Jeffrey Davis,46,HR,50812,17/04/2023,27,Excellent,Los Angeles
E1855,Alex Anthony,24,HR,89980,18/05/2022,23,Good,San Francisco
E1856,Kayla Hudson,41,HR,56157,26/04/2015,37,Good,Chicago
E1857,Elizabeth Lawrence,53,Operations,115931,03/02/2024,12,Average,New York
E1858,John Miller,58,Sales,96689,22/09/2022,36,Poor,New York
E1859,Bobby Hanson,53,Marketing,107962,07/06/2020,19,Poor,Houston
E1860,Kathryn Anderson,42,HR,75628,07/03/2018,21,Good,San Francisco
E1861,Kelly Hendrix,55,IT,55592,21/10/2024,4,Poor,Chicago
E1862,Misty Mathews,36,Sales,97423,10/10/2017,19,Excellent,San Francisco
E1863,Samuel Cole,46,HR,104871,31/01/2016,22,Poor,New York
E1864,Anthony Logan,23,HR,106090,11/01/2021,31,Good,New York
E1865,Jared Thomas,27,Operations,47477,25/08/2016,21,Good,Chicago
E1866,Thomas Sutton,48,Marketing,81601,02/08/2024,5,Poor,Houston
E1867,Meghan Perez,59,Sales,33980,12/11/2017,32,Excellent,San Francisco
E1868,Jonathan Riley,36,Marketing,48490,01/11/2018,9,Excellent,Los Angeles
E1869,Charles Butler,33,Marketing,74911,17/08/2016,18,Good,New York
E1870,Jerry Cohen,52,HR,59893,16/09/2023,28,Good,Chicago
E1871,William Snyder,48,IT,69727,21/03/2018,25,Excellent,Houston
E1872,Miguel Stout,52,Marketing,71020,17/10/2018,9,Poor,Los Angeles
E1873,Adam Adkins,50,Marketing,72599,05/12/2019,39,Excellent,Chicago
E1874,Matthew Chambers,50,Operations,87504,02/08/2019,37,Average,Los Angeles
E1875,Emily Williams,56,Sales,45298,03/01/2022,3,Good,Los Angeles
E1876,Brian Anthony,48,Finance,100535,15/05/2022,36,Excellent,Houston
E1877,Angela Aguilar,50,Operations,67510,09/11/2023,9,Excellent,Houston
E1878,William Lee,40,Marketing,93486,06/09/2018,33,Good,Houston
E1879,Debbie Bates,45,Finance,115447,12/03/2018,7,Good,New York
E1880,Amy Wagner,33,Finance,71837,26/08/2022,18,Poor,San Francisco
E1881,Danielle Griffin,52,Marketing,30159,17/03/2019,29,Average,Chicago
E1882,Johnathan Rodriguez,41,IT,36078,16/01/2021,11,Excellent,Houston
E1883,William Douglas,25,Operations,67462,29/03/2024,21,Excellent,Los Angeles
E1884,Anna White,47,HR,96277,27/02/2017,35,Poor,New York
E1885,Keith Wilson,48,Operations,90160,23/05/2019,29,Poor,San Francisco
E1886,Derek Rose,30,HR,84281,24/07/2020,5,Average,San Francisco
E1887,Maria Valdez,60,Operations,76689,04/08/2022,33,Good,Los Angeles
E1888,Jennifer Turner,29,HR,88415,15/06/2021,13,Average,New York
E1889,Marissa Munoz,33,IT,111008,11/10/2021,39,Good,Los Angeles
E1890,Steven Andrade,22,Operations,86486,17/10/2020,29,Excellent,Los Angeles
E1891,Ricky Cain,29,Marketing,69810,20/10/2022,23,Excellent,San Francisco
E1892,Carmen Gordon,23,Operations,40996,20/05/2017,32,Excellent,Los Angeles
E1893,Jeff Ross,49,HR,110280,23/08/2020,25,Average,Los Angeles
E1894,Christina Trujillo,57,HR,63207,12/06/2023,19,Excellent,Chicago
E1895,Jack Castillo,50,IT,110679,30/08/2024,24,Excellent,Houston
E1896,Sarah Foster,50,Sales,93222,26/02/2021,33,Good,Los Angeles
E1897,Jason Taylor,45,Sales,97382,14/06/2024,38,Poor,Los Angeles
E1898,John Rodriguez,55,HR,31451,17/06/2018,38,Average,San Francisco
E1899,Joseph Bullock,30,Sales,83042,05/11/2022,7,Excellent,San Francisco
E1900,Kerry Johnson,44,Sales,93169,02/04/2016,9,Average,Chicago
E1901,Kevin Cox,52,HR,38475,25/12/2019,30,Good,Chicago
E1902,John Washington,37,Sales,59616,12/12/2015,32,Excellent,Chicago
E1903,John Sloan,32,Finance,51870,06/11/2017,33,Poor,Los Angeles
E1904,Marc Wilson,37,Marketing,82672,21/05/2018,39,Poor,San Francisco
E1905,Brenda Holmes,51,Finance,38289,20/03/2023,4,Excellent,Los Angeles
E1906,Daniel Davis,26,IT,105891,19/05/2024,14,Good,Chicago
E1907,Briana Henry,58,Marketing,47511,16/02/2020,38,Average,San Francisco
E1908,Amber Brown,58,HR,84559,08/10/2018,5,Average,San Francisco
E1909,Virginia Dunn,37,Marketing,74071,28/02/2023,27,Excellent,New York
E1910,Bridget Hanson,60,IT,50732,23/05/2024,2,Poor,Chicago
E1911,Kelsey Russell,35,Marketing,47311,08/05/2015,16,Poor,San Francisco
E1912,James Harding,35,Finance,78897,13/02/2025,12,Good,Los Angeles
E1913,Dr. Bonnie Williams,49,Sales,63840,20/05/2020,27,Excellent,Los Angeles
E1914,Mr. Robert Martinez,23,Finance,64772,28/11/2016,37,Excellent,Chicago
E1915,Kimberly Washington,39,Finance,108951,17/07/2017,40,Good,San Francisco
E1916,Rhonda Rogers,43,Operations,76126,01/02/2018,10,Good,New York
E1917,Jeremy Rodriguez,58,Operations,90702,29/02/2020,4,Poor,Houston
E1918,Courtney Johnson,30,HR,81480,14/01/2016,4,Good,Chicago
E1919,Chris Mejia,44,Sales,59548,14/11/2021,23,Poor,San Francisco
E1920,Amy Mccarty,25,IT,111998,23/02/2023,6,Poor,Los Angeles
E1921,Daniel Cook DDS,47,IT,76756,01/03/2019,17,Poor,San Francisco
E1922,David Olsen,47,IT,78190,13/02/2018,22,Average,Chicago
E1923,Jeffrey Reynolds,60,Operations,84079,29/09/2021,4,Poor,New York
E1924,Mrs. Shannon Scott,23,IT,60884,17/04/2024,1,Excellent,San Francisco
E1925,Philip Gray,55,HR,51375,22/11/2015,16,Excellent,New York
E1926,Laura Haney,36,HR,110246,11/10/2016,33,Excellent,Chicago
E1927,Patrick Clements,36,Marketing,113917,22/10/2016,39,Excellent,Los Angeles
E1928,Taylor Huber,30,Finance,64959,19/08/2021,13,Average,New York
E1929,Stephanie Mckinney,33,IT,92519,17/10/2019,16,Good,Houston
E1930,Denise Orozco,38,Sales,108810,12/09/2019,27,Poor,New York
E1931,Patricia Wagner,58,HR,68337,16/12/2023,1,Good,Houston
E1932,Edward Smith,28,Finance,88980,07/11/2018,25,Poor,San Francisco
E1933,Elizabeth Perry,31,IT,45898,25/02/2025,39,Poor,Los Angeles
E1934,Clinton Howell,33,IT,73916,20/05/2016,29,Average,Los Angeles
E1935,Kevin Patterson,47,IT,80089,31/10/2015,12,Poor,New York
E1936,Benjamin Harper,33,Marketing,36486,26/10/2023,8,Poor,Los Angeles
E1937,Michael Johnson,40,IT,63356,19/10/2023,13,Average,Houston
E1938,Julie Wells,59,IT,103282,25/08/2016,19,Excellent,San Francisco
E1939,Kyle Stephens,52,Finance,94574,13/10/2019,36,Excellent,Houston
E1940,Robert Gonzalez,30,IT,64648,20/07/2016,24,Excellent,Houston
E1941,Taylor Stanton,25,IT,52864,01/03/2017,15,Average,New York
E1942,Isabella Lewis,24,Finance,61221,06/04/2018,34,Poor,Chicago
E1943,Jessica Santiago,27,Marketing,50855,09/06/2019,36,Excellent,Houston
E1944,Melissa Ellis,33,Marketing,111841,05/08/2022,23,Excellent,New York
E1945,Charles Tyler,22,IT,87620,28/06/2024,38,Poor,Los Angeles
E1946,Anthony Greer,58,Finance,100340,26/05/2024,29,Average,Chicago
E1947,Jacob Morris,60,IT,99543,08/09/2016,24,Excellent,New York
E1948,Lauren Lopez,22,Sales,47297,25/10/2023,9,Poor,Houston
E1949,Katie Hamilton,27,Sales,38894,11/05/2018,34,Good,Los Angeles
E1950,Amanda Padilla,30,Operations,104348,10/09/2019,21,Good,Chicago
E1951,Jennifer Rice,44,Operations,45627,21/08/2023,27,Average,Chicago
E1952,Jason Khan,43,Sales,97222,31/03/2020,6,Good,Houston
E1953,Stephanie Graves,49,Sales,72711,19/08/2023,1,Poor,New York
E1954,Maurice Kirk,26,Marketing,92959,13/09/2023,12,Excellent,San Francisco
E1955,Mrs. Crystal Ross,23,HR,41634,29/11/2023,12,Average,Houston
E1956,Ashley Webb,34,Finance,31292,13/08/2021,4,Poor,Los Angeles
E1957,Mia Mueller,39,IT,35591,05/04/2018,26,Good,Chicago
E1958,Joshua Franklin,57,Finance,61783,22/04/2024,5,Excellent,New York
E1959,Mrs. Nicole Williams MD,52,HR,80708,19/12/2023,2,Average,Chicago
E1960,Jason Harris,54,Finance,111497,28/07/2020,27,Poor,Houston
E1961,Justin Morales,38,HR,93728,04/06/2022,7,Good,Chicago
E1962,Trevor Quinn,59,IT,55828,27/12/2017,12,Good,Chicago
E1963,Martin Dominguez,37,Operations,107528,17/04/2022,16,Excellent,San Francisco
E1964,Samantha Hill DDS,58,Marketing,60642,19/04/2016,28,Excellent,Houston
E1965,Seth Jones,29,IT,73981,05/07/2016,2,Good,San Francisco
E1966,Janet Stone,27,HR,82022,08/04/2017,8,Poor,San Francisco
E1967,Edward Murphy,24,HR,42967,27/03/2018,33,Average,San Francisco
E1968,Angela Cain,47,Marketing,105287,07/10/2023,36,Poor,Houston
E1969,John Newman,26,Marketing,37754,09/08/2024,8,Poor,San Francisco
E1970,Dwayne Patterson,49,HR,55323,11/10/2018,2,Poor,New York
E1971,Kelli Mcmillan,55,Marketing,41225,27/06/2018,20,Good,Houston
E1972,Yvette Hines,47,HR,103483,18/02/2020,14,Average,Los Angeles
E1973,Sandra Lee DDS,29,Operations,42704,30/09/2018,2,Poor,New York
E1974,Samantha Davis,57,HR,48142,27/07/2019,22,Average,Los Angeles
E1975,Anita Schmidt,59,HR,54684,30/06/2021,11,Poor,Houston
E1976,Thomas White,55,HR,112453,03/12/2021,20,Good,Los Angeles
E1977,Katrina Roberts,32,IT,103365,24/06/2018,39,Good,Chicago
E1978,Lauren Bailey,46,Sales,50838,24/11/2017,27,Good,Houston
E1979,Richard Fowler,48,Marketing,74223,21/04/2019,12,Good,New York
E1980,Sabrina Harris,22,HR,67354,29/06/2024,1,Poor,Chicago
E1981,Heidi Pierce,35,Operations,109025,21/04/2017,34,Average,Los Angeles
E1982,Martha Dunlap,26,HR,64632,05/02/2023,35,Poor,Chicago
E1983,Richard Padilla,46,IT,81780,02/10/2017,23,Poor,New York
E1984,Alicia Becker,40,HR,76573,10/04/2019,11,Poor,Los Angeles
E1985,Tyler Archer,33,Operations,72851,21/03/2021,35,Average,Los Angeles
E1986,Amy Ford,39,Operations,101815,31/01/2020,12,Average,Chicago
E1987,Daniel Martin,54,IT,104531,08/11/2022,9,Poor,Chicago
E1988,Amanda Green,49,IT,39855,04/05/2022,21,Poor,San Francisco
E1989,Jennifer Lawson,35,IT,92938,16/03/2020,23,Good,San Francisco
E1990,Angela Webb,35,Sales,34782,08/12/2023,6,Good,New York
E1991,Thomas Kirk,29,Marketing,74340,20/12/2015,18,Average,New York
E1992,Brian Gordon,31,Operations,89469,24/10/2023,26,Poor,San Francisco
E1993,Denise Hendricks,30,Marketing,40335,30/06/2015,24,Poor,Chicago
E1994,Christopher Hernandez,60,Operations,71733,18/08/2022,7,Excellent,Los Angeles
E1995,Lynn Howell,29,HR,64752,29/01/2020,33,Average,San Francisco
E1996,David Holland,22,Operations,113474,17/02/2019,19,Excellent,Houston
E1997,Shawn Lopez,45,Operations,94127,06/05/2021,10,Excellent,Chicago
E1998,Robert Allen,41,Sales,96808,06/02/2017,10,Good,Houston
E1999,Savannah Hall,52,Operations,89282,03/03/2021,1,Good,Los Angeles
